233184,,Echinoderma boertmannii,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
232139,kalkfjällskivling,Echinoderma calcicola,svamp,Art,4,Skog (S) - Stor betydelse,EN,D,,Sapro;;
233186,,Echinoderma carinii,svamp,Art,1,Skog (S) - Stor betydelse,NE,,,Sapro;;
944,taggfjällskivling,Echinoderma echinaceum,svamp,Art,45,Skog (S) - Stor betydelse,NT,B2b(iii); C2a(i),,Sapro;
948,mörk spärrfjällskivling,Echinoderma hystrix,svamp,Art,46,Skog (S) - Stor betydelse,EN,C2a(i),,Sapro;;
4861,piggfjällskivling,Echinoderma jacobi,svamp,Art,25,Skog (S) - Stor betydelse,EN,C2a(i),,Sapro;;
4863,,Echinoderma perplexum,svamp,Art,14,Skog (S) - Stor betydelse,VU,D1,,Sapro;;
2032,liten spärrfjällskivling,Echinoderma pseudoasperulum,svamp,Art,11,Skog (S) - Stor betydelse,,,,Sapro;;
228779,,Echinodiscus lesdainii,svamp,,,,,,,Par;;
4809,grå raggömming,Echinosphaeria canescens,svamp,Art,22,Skog (S) - Stor betydelse,LC,,,Sapro;;
228780,,Echinothecium cladoniae,svamp,,,,,,,Par;;
257911,,Echria macrotheca,svamp,Art,0,,NE,,,Sapro;;
570,taggig hjorttryffel,Elaphomyces aculeatus,svamp,Art,13,Skog (S) - Stor betydelse,,,,Myco;;
571,svart hjorttryffel,Elaphomyces anthracinus,svamp,Art,19,Skog (S) - Stor betydelse,VU,B2ab(iii), C2a(i),Myco;;
3925,ljusbrun hjorttryffel,Elaphomyces asperulus,svamp,Art,76,Skog (S) - Stor betydelse,LC,,,Myco;;
3926,grynig hjorttryffel,Elaphomyces granulatus,svamp,Art,170,Skog (S) - Stor betydelse,LC,,,Myco;;
572,torvhjorttryffel,Elaphomyces leveillei,svamp,Art,34,Skog (S) - Stor betydelse,NT,C2a(i),,Myco;;
573,slät hjorttryffel,Elaphomyces maculatus,svamp,Art,13,Skog (S) - Stor betydelse,EN,C2a(i),,Myco;;
3927,marmorerad hjorttryffel,Elaphomyces muricatus,svamp,Art,199,Skog (S) - Stor betydelse,LC,,,Myco;;
258679,,Elaphomyces reticulatus,svamp,Art,1,,NA,,,Myco;;
6003353,,Elaphomyces septatus,svamp,Art,5,Jordbrukslandskap (J) - Har betydelse,,,,Myco;;
574,strimsporig hjorttryffel,Elaphomyces striatosporus,svamp,Art,35,Skog (S) - Stor betydelse,VU,B2ab(iii), C2a(i),Myco;;
2000,ungersk hjorttryffel,Elaphomyces virgatosporus,svamp,Art,15,Skog (S) - Stor betydelse,,,,Myco;;
3929,läderskål,Encoelia furfuracea,svamp,Art,1170,Skog (S) - Stor betydelse,LC,,,Sapro;;
228790,,Endococcus brachysporus,svamp,,,,,,,Par;;
228791,,Endococcus exerrans,svamp,,,,,,,Par;;
228792,,Endococcus fusiger,svamp,,,,,,,Par;;
228793,,Endococcus macrosporus,svamp,,,,,,,Par;;
228796,,Endococcus perpusillus,svamp,,,,,,,Par;;
228797,,Endococcus propinquus,svamp,,,,,,,Par;;
228795,,Endococcus protoblasteniae,svamp,,,,,,,Par;;
228798,,Endococcus pseudocarpus,svamp,,,,,,,Par;;
228799,,Endococcus rugulosus,svamp,,,,,,,Par;;
228800,,Endococcus stigma,svamp,,,,,,,Par;;
6000282,,Endococcus verrucisporus,svamp,,,,,,,Par;;
6000283,,Endococcus verrucosus,svamp,,,,,,,Par;;
233082,,Endoconidiophora coerulescens,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
3931,,Endogone flammicorona,svamp,Art,0,,NE,,,Myco;;
3932,,Endogone pisiformis,svamp,Art,14,,NE,,,Myco;;
4537,aspdyna,Entoleuca mammata,svamp,Art,45,Skog (S) - Stor betydelse,LC,,,Sapro;;
238483,,Entoloma acidophilum,svamp,Art,0,,NA,,,Sapro;;
236712,,Entoloma aethiops,svamp,Art,0,,NA,,,Sapro;;
3934,vitfiltad musselrödling,Entoloma albotomentosum,svamp,Art,15,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236710,,Entoloma allochroum,svamp,Art,4,,NE,,,Sapro;;
236733,,Entoloma allospermum,svamp,Art,0,,NA,,,Sapro;;
3935,dvärgviderödling,Entoloma alpicola,svamp,Art,13,Fjäll (F) - Stor betydelse,,,,Sapro;;
236719,,Entoloma alvarense,svamp,Art,57,,NA,,,Sapro;;
589,doftrödhätting,Entoloma ameides,svamp,Art,98,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
236732,,Entoloma anatinum,svamp,Art,10,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238163,,Entoloma anthracinellum,svamp,Art,0,,NA,,,Sapro;;
236919,,Entoloma anthracinum,svamp,Art,0,,NA,,,Sapro;;
3936,majrödling,Entoloma aprile,svamp,Art,123,Skog (S) - Stor betydelse,LC,,,Sapro;;
3937,spindelrödhätting,Entoloma araneosum,svamp,Art,164,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238484,,Entoloma argenteostriatum,svamp,Art,0,,NA,,,Sapro;;
3938,strimnopping,Entoloma asprellum,svamp,Art,598,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3939,backnopping,Entoloma atrocoeruleum,svamp,Art,336,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c+4c,,Sapro;;
3940,,Entoloma atromarginatum,svamp,Art,0,,NE,,,Sapro;;
3941,,Entoloma atrosericeum,svamp,Art,4,Fjäll (F) - Stor betydelse,LC,,,Sapro;;
238156,,Entoloma bicorne,svamp,Art,0,,NA,,,Sapro;;
3942,,Entoloma bisporigerum,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
603,blårödling,Entoloma bloxamii,svamp,Art,330,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238313,,Entoloma borgenii,svamp,Art,0,,NA,,,Sapro;;
236694,,Entoloma broesarpense,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
3943,musselrödling,Entoloma byssisedum,svamp,Art,70,Skog (S) - Stor betydelse,LC,,,Sapro;;
3944,,Entoloma caccabus,svamp,Art,9,Skog (S) - Stor betydelse,LC,,,Sapro;;
6005537,,Entoloma caeruleopolitum,svamp,Art,0,,NA,,,Sapro;;
3956,,Entoloma caeruleum,svamp,Art,5,Våtmark (V) - Stor betydelse,LC,,,Sapro;;
3945,,Entoloma caesiocinctum,svamp,Art,148,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
237196,,Entoloma calaminare,svamp,Art,0,,NA,,,Sapro;;
236691,,Entoloma caliginosum,svamp,Art,0,,NA,,,Sapro;;
236723,,Entoloma callichroum,svamp,Art,2,,NA,,,Sapro;;
236693,,Entoloma callirhodon,svamp,Art,2,,NA,,,Sapro;;
238497,,Entoloma canosericeum,svamp,Art,0,,NA,,,Sapro;;
2001,isabellnopping,Entoloma carneogriseum,svamp,Art,6,Jordbrukslandskap (J) - Stor betydelse,DD,,,Sapro;;
3946,rosabrun nopping,Entoloma catalaunicum,svamp,Art,61,Skog (S) - Stor betydelse,,,,Sapro;;
3947,,Entoloma cephalotrichum,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
3948,skogsrödhätting,Entoloma cetratum,svamp,Art,1828,Skog (S) - Stor betydelse,,,,Sapro;;
3949,blånopping,Entoloma chalybeum,svamp,Art,364,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3950,,Entoloma chelone,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
3952,,Entoloma chloropolium,svamp,Art,11,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3953,,Entoloma clandestinum,svamp,Art,15,,NE,,,Sapro;;
3954,mörkrödling,Entoloma clypeatum,svamp,Art,141,Skog (S) - Stor betydelse,,,,Myco;;
3955,,Entoloma cocles,svamp,Art,10,,NE,,,Sapro;;
236709,,Entoloma coelestinum,svamp,Art,0,,NA,,,Sapro;;
236689,,Entoloma coeruleoflocculosum,svamp,Art,3,,NA,,,Sapro;;
3957,stjärnrödhätting,Entoloma conferendum,svamp,Art,1703,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
592,korpnopping,Entoloma corvinum,svamp,Art,205,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3958,,Entoloma costatum,svamp,Art,2,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
236708,,Entoloma cruentatum,svamp,Art,0,,NA,,,Sapro;;
238491,,Entoloma cryptocystidiatum,svamp,Art,0,,NA,,,Sapro;;
238476,,Entoloma cuneatum,svamp,Art,2,,NA,,,Sapro;;
238420,,Entoloma cuniculorum,svamp,Art,1,,NA,,,Sapro;;
3959,,Entoloma cuspidiferum,svamp,Art,5,,NE,,,Sapro;;
236706,,Entoloma cyaneoviridescens,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
3960,,Entoloma cyanulum,svamp,Art,16,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238427,,Entoloma defibulatum,svamp,Art,0,,NA,,,Sapro;;
3961,blek musselrödling,Entoloma depluens,svamp,Art,6,Skog (S) - Stor betydelse,LC,,,Sapro;;
237114,,Entoloma depressum,svamp,Art,0,,NA,,,Sapro;;
594,pricknopping,Entoloma dichroum,svamp,Art,27,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3962,,Entoloma dispermum,svamp,Art,0,Fjäll (F) - Stor betydelse,NA,,,Sapro;;
3963,,Entoloma dysthales,svamp,Art,4,,NE,,,Sapro;;
3964,,Entoloma dysthaloides,svamp,Art,23,Skog (S) - Stor betydelse,LC,,,Sapro;;
3965,vitmossrödling,Entoloma elodes,svamp,Art,3,Våtmark (V) - Stor betydelse,LC,,,Sapro;;
236900,,Entoloma engadinum,svamp,Art,0,,NA,,,Sapro;;
595,lilanopping,Entoloma euchroum,svamp,Art,123,Skog (S) - Stor betydelse,LC,,,Sapro;;
596,kalkrödling,Entoloma excentricum,svamp,Art,136,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236690,,Entoloma exile,svamp,Art,293,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
237191,,Entoloma farinasprellum,svamp,Art,0,,NA,,,Sapro;;
238419,,Entoloma farinogustus,svamp,Art,1,,NA,,,Sapro;;
3967,,Entoloma favrei,svamp,Art,2,Skog (S) - Stor betydelse,LC,,,Sapro;;
3968,hedrödhätting,Entoloma fernandae,svamp,Art,14,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
3969,,Entoloma flocculosum,svamp,Art,0,,NE,,,Sapro;;
3970,,Entoloma formosum,svamp,Art,216,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
236897,,Entoloma fridolfingense,svamp,Art,0,,NA,,,Sapro;;
236729,,Entoloma fulvoviolaceum,svamp,Art,0,,NA,,,Sapro;;
3971,,Entoloma fuscomarginatum,svamp,Art,0,Våtmark (V) - Stor betydelse,,,,Sapro;;
3972,,Entoloma fuscotomentosum,svamp,Art,3,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
3973,,Entoloma gerriae,svamp,Art,3,Skog (S) - Stor betydelse,LC,,,Sapro;;
3974,,Entoloma glaucobasis,svamp,Art,23,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
6005544,,Entoloma gomerense,svamp,Art,0,,NA,,,Sapro;;
597,stornopping,Entoloma griseocyaneum ,svamp,Art,716,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3975,,Entoloma griseoluridum,svamp,Art,1,Skog (S) - Stor betydelse,LC,,,Sapro;;
598,dysternopping,Entoloma griseorubidum,svamp,Art,15,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3976,,Entoloma hebes,svamp,Art,22,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238496,,Entoloma henricii,svamp,Art,0,,NA,,,Sapro;;
3977,gurkrödhätting,Entoloma hirtipes,svamp,Art,349,Skog (S) - Stor betydelse,LC,,,Sapro;;
3978,,Entoloma hirtum,svamp,Art,5,,NE,,,Sapro;;
238498,,Entoloma hispidulum,svamp,Art,0,,NA,,,Sapro;;
6005623,,Entoloma holmvassdalenense,svamp,Art,0,,NA,,,Sapro;;
236734,,Entoloma huijsmanii,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
3979,sumpnopping,Entoloma ianthinum,svamp,Art,6,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
599,grönnopping,Entoloma incanum,svamp,Art,410,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3980,,Entoloma incarnatofuscescens,svamp,Art,6,Skog (S) - Stor betydelse,,,,Sapro;;
3981,,Entoloma indutoides,svamp,Art,3,Fjäll (F) - Stor betydelse,NE,,,Sapro;;
3982,broskrödhätting,Entoloma infula,svamp,Art,197,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236722,,Entoloma insidiosum,svamp,Art,0,,NA,,,Sapro;;
237195,,Entoloma insolitum,svamp,Art,0,,NA,,,Sapro;;
238411,,Entoloma inusitatum,svamp,Art,0,,NA,,,Sapro;;
3983,,Entoloma inutile,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236883,,Entoloma iodiolens,svamp,Art,0,,NA,,,Sapro;;
236684,,Entoloma jahnii,svamp,Art,1,,NE,,,Sapro;;
3984,sepiarödling,Entoloma jubatum,svamp,Art,56,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3985,strimmig rödhätting,Entoloma juncinum,svamp,Art,118,Fjäll (F) - Stor betydelse,,,,Sapro;;
3986,,Entoloma juniperinum,svamp,Art,1,,NE,,,Sapro;;
601,ockranopping,Entoloma kervernii,svamp,Art,12,Jordbrukslandskap (J) - Stor betydelse,EN,A2c+3c+4c,,Sapro;;
237026,,Entoloma korhonenii,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
3987,,Entoloma kristiansenii,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
3988,,Entoloma kuehnerianum,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
3989,stålnopping,Entoloma lampropus,svamp,Art,35,,NE,,,Sapro;;
238490,,Entoloma langei,svamp,Art,0,Fjäll (F) - Stor betydelse,,,,Sapro;;
237169,,Entoloma lanicum,svamp,Art,1,,NA,,,Sapro;;
238477,,Entoloma lanuginosipes,svamp,Art,0,,NA,,,Sapro;;
237237,,Entoloma leochromus,svamp,Art,0,,NA,,,Sapro;;
3990,,Entoloma lepidissimum,svamp,Art,2,Skog (S) - Stor betydelse,LC,,,Sapro;;
236714,,Entoloma lepiotosmum,svamp,Art,0,,NA,,,Sapro;;
236724,,Entoloma lidbergii,svamp,Art,0,Skog (S) - Stor betydelse,,,,Sapro;;
236737,,Entoloma lilacinoroseum,svamp,Art,2,,NA,,,Sapro;;
236696,,Entoloma linkii,svamp,Art,0,,NA,,,Sapro;;
3991,lundrödling,Entoloma lividoalbum,svamp,Art,598,Skog (S) - Stor betydelse,LC,,,Sapro;;
602,ögonnopping,Entoloma lividocyanulum,svamp,Art,299,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3992,,Entoloma longistriatum,svamp,Art,169,Fjäll (F) - Stor betydelse,,,,Sapro;;
238488,,Entoloma lucidum,svamp,Art,1,,NA,,,Sapro;;
238104,,Entoloma luteobasis,svamp,Art,0,,NA,,,Sapro;;
238416,,Entoloma majaloides,svamp,Art,4,Skog (S) - Stor betydelse,,,,Sapro;;
236713,,Entoloma melanochroum,svamp,Art,0,,NE,,,Sapro;;
236895,,Entoloma melenosmum,svamp,Art,0,,NA,,,Sapro;;
238499,,Entoloma milleri,svamp,Art,0,,NA,,,Sapro;;
3993,dvärgrödhätting,Entoloma minutum,svamp,Art,15,Skog (S) - Stor betydelse,LC,,,Sapro;;
238088,,Entoloma moserianum,svamp,Art,0,,NA,,,Sapro;;
604,gråblå nopping,Entoloma mougeotii,svamp,Art,312,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
236707,,Entoloma mutabilipes,svamp,Art,5,,NA,,,Sapro;;
236896,,Entoloma nausiosme,svamp,Art,0,,NA,,,Sapro;;
3995,blek navelrödling,Entoloma neglectum,svamp,Art,37,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3996,stinkrödling,Entoloma nidorosum,svamp,Art,1482,Skog (S) - Stor betydelse,LC,,,Sapro;;
3997,,Entoloma nigellum,svamp,Art,0,,NA,,,Sapro;;
236718,,Entoloma nigroviolaceum,svamp,Art,12,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
3998,vitrödling,Entoloma niphoides,svamp,Art,5,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
3999,,Entoloma nitens,svamp,Art,17,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4000,svartblå rödling,Entoloma nitidum,svamp,Art,762,Skog (S) - Stor betydelse,LC,,,Sapro;;
4001,,Entoloma occultipigmentatum,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236699,,Entoloma ochromicaceum,svamp,Art,2,,NA,,,Sapro;;
238139,,Entoloma olidum,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
238433,,Entoloma olivaceostipitatum,svamp,Art,0,Skog (S) - Stor betydelse,NA,,,Sapro;;
4014,,Entoloma olivaceotinctum,svamp,Art,18,Jordbrukslandskap (J) - Stor betydelse,VU,A2c; C2a(i),,Sapro;
4002,,Entoloma ollare,svamp,Art,0,,NA,,,Sapro;;
236789,,Entoloma olorinum,svamp,Art,0,,NA,,,Sapro;;
4003,,Entoloma ortonii,svamp,Art,5,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236717,,Entoloma pachydermum,svamp,Art,0,,NA,,,Sapro;;
4004,,Entoloma pallens,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
4005,sommarrödhätting,Entoloma pallescens,svamp,Art,128,Skog (S) - Stor betydelse,LC,,,Sapro;;
4006,knopprödhätting,Entoloma papillatum,svamp,Art,528,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4007,,Entoloma parasiticum,svamp,Art,2,Skog (S) - Stor betydelse,LC,,,Sapro;;
236884,,Entoloma parkensis,svamp,Art,0,,NA,,,Sapro;;
4008,,Entoloma percandidum,svamp,Art,3,Skog (S) - Stor betydelse,,,,Sapro;;
4009,,Entoloma phaeocyathus,svamp,Art,2,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4010,boknopping,Entoloma placidum,svamp,Art,18,Skog (S) - Stor betydelse,DD,,,Sapro;;
238500,,Entoloma plebejoides,svamp,Art,0,,NA,,,Sapro;;
4011,,Entoloma plebejum,svamp,Art,3,,NE,,,Sapro;;
4012,gul rödhätting,Entoloma pleopodium,svamp,Art,95,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
4013,ängsnopping,Entoloma poliopus,svamp,Art,342,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4015,,Entoloma politum,svamp,Art,27,Skog (S) - Stor betydelse,LC,,,Sapro;;
236728,,Entoloma porphyrogriseum,svamp,Art,0,,NA,,,Sapro;;
605,porfyrrödling,Entoloma porphyrophaeum,svamp,Art,111,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
4016,slåtterrödhätting,Entoloma pratulense,svamp,Art,1,Jordbrukslandskap (J) - Stor betydelse,DD,,,Sapro;;
236716,,Entoloma prunicolor,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
606,mjölrödskivling,Entoloma prunuloides,svamp,Art,805,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c+4c,,Sapro;;
4017,,Entoloma pseudocoelestinum,svamp,Art,11,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238413,,Entoloma pseudoexcentricum,svamp,Art,0,,NA,,,Sapro;;
4018,,Entoloma pseudoparasiticum,svamp,Art,4,Skog (S) - Stor betydelse,LC,,,Sapro;;
4019,,Entoloma pseudoturbidum,svamp,Art,6,Skog (S) - Stor betydelse,LC,,,Sapro;;
4020,,Entoloma pseudoturci,svamp,Art,11,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238487,,Entoloma pygmaeopapillatum,svamp,Art,0,,NA,,,Sapro;;
607,lundnopping,Entoloma queletii,svamp,Art,81,Skog (S) - Stor betydelse,NT,B2b(iii); D1,,Sapro;
4022,mörkeggad nopping,Entoloma querquedula,svamp,Art,16,,NE,,,Sapro;;
238501,,Entoloma resutum,svamp,Art,0,,NA,,,Sapro;;
4023,vecknavelrödling,Entoloma rhodocylix,svamp,Art,53,Skog (S) - Stor betydelse,LC,,,Sapro;;
4024,tvålrödling,Entoloma rhodopolium,svamp,Art,615,Skog (S) - Stor betydelse,LC,,,Sapro;;
4025,,Entoloma rhombisporum,svamp,Art,42,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236726,,Entoloma rhynchocystidiatum,svamp,Art,0,,NA,,,Sapro;;
236738,,Entoloma roseotinctum,svamp,Art,1,,NA,,,Sapro;;
609,rosennopping,Entoloma roseum,svamp,Art,15,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238355,,Entoloma rubrobasis,svamp,Art,4,,NE,,,Sapro;;
237204,,Entoloma rufocarneum,svamp,Art,0,,NA,,,Sapro;;
237188,,Entoloma rugosum,svamp,Art,0,,NA,,,Sapro;;
4026,brun navelrödling,Entoloma rusticoides,svamp,Art,11,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238493,,Entoloma sacchariolens,svamp,Art,0,,NA,,,Sapro;;
6005545,,Entoloma sanvitalense,svamp,Art,0,,NA,,,Sapro;;
4028,rostnopping,Entoloma sarcitum,svamp,Art,2,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4029,,Entoloma saundersii,svamp,Art,2,Jordbrukslandskap (J) - Stor betydelse,,,,Myco;;
2002,striprödling,Entoloma scabiosum,svamp,Art,5,Skog (S) - Stor betydelse,NT,D1,,Sapro;;
4030,blek stornopping,Entoloma scabropellis,svamp,Art,21,,NE,,,Sapro;;
4031,,Entoloma scabrosum,svamp,Art,4,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
4027,slånrödling,Entoloma sepium,svamp,Art,26,Jordbrukslandskap (J) - Stor betydelse,,,,Myco;;
4032,,Entoloma sericatum,svamp,Art,141,Skog (S) - Stor betydelse,LC,,,Sapro;;
4033,bleknopping,Entoloma sericellum,svamp,Art,1059,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
4034,,Entoloma sericeoides,svamp,Art,0,,NA,,,Sapro;;
4035,silkesrödhätting,Entoloma sericeum,svamp,Art,1245,Fjäll (F) - Stor betydelse,,,,Myco;;
4036,naggnopping,Entoloma serrulatum,svamp,Art,763,Fjäll (F) - Stor betydelse,,,,Sapro;;
4037,bolmörtsskivling,Entoloma sinuatum,svamp,Art,783,Skog (S) - Stor betydelse,,,,Myco;;
4037,bolmörtsskivling,Entoloma sinuatum,svamp,Art,783,Skog (S) - Stor betydelse,,,,Sapro;;
4038,,Entoloma sodale,svamp,Art,46,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238454,,Entoloma solstitiale,svamp,Art,5,,NA,,,Sapro;;
4039,,Entoloma sordidulum,svamp,Art,55,Skog (S) - Stor betydelse,LC,,,Sapro;;
4040,,Entoloma speculum,svamp,Art,8,Skog (S) - Stor betydelse,LC,,,Sapro;;
4041,myrrödling,Entoloma sphagneti,svamp,Art,10,Skog (S) - Stor betydelse,,,,Sapro;;
236700,,Entoloma sphagnorum,svamp,Art,1,,NA,,,Sapro;;
4042,raggrödhätting,Entoloma strigosissimum,svamp,Art,1,Skog (S) - Stor betydelse,,,,Sapro;;
6005622,,Entoloma sublaevisporum,svamp,Art,0,,NA,,,Sapro;;
4043,,Entoloma subradiatum,svamp,Art,6,Skog (S) - Stor betydelse,LC,,,Sapro;;
238158,,Entoloma svalbardense,svamp,Art,0,,NA,,,Sapro;;
4045,,Entoloma tenellum,svamp,Art,0,Skog (S) - Stor betydelse,NE,,,Sapro;;
238432,,Entoloma terreum,svamp,Art,5,,NA,,,Sapro;;
238492,,Entoloma testaceum,svamp,Art,0,,NA,,,Sapro;;
238494,,Entoloma tibiicystidiatum,svamp,Art,3,,NA,,,Sapro;;
611,tvåfärgsnopping,Entoloma tjallingiorum,svamp,Art,60,Skog (S) - Stor betydelse,,,,Sapro;;
4046,,Entoloma triste,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
4047,granrödling,Entoloma turbidum,svamp,Art,616,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
612,hagnopping,Entoloma turci,svamp,Art,132,Jordbrukslandskap (J) - Stor betydelse,NT,A2c+3c+4c,,Sapro;;
4048,bandad navelrödling,Entoloma undatum,svamp,Art,322,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
238421,,Entoloma undulatosporum,svamp,Art,0,,NA,,,Sapro;;
4049,,Entoloma velenovskyi,svamp,Art,3,Jordbrukslandskap (J) - Stor betydelse,,,,Sapro;;
4050,,Entoloma venosum,svamp,Art,1,Skog (S) - Stor betydelse,LC,,,Sapro;;
238457,,Entoloma ventricosum,svamp,Art,0,,NA,,,Sapro;;
236736,,Entoloma verecundum,svamp,Art,0,,NA,,,Sapro;;
4051,vårrödhätting,Entoloma vernum,svamp,Art,298,Skog (S) - Stor betydelse,,,,Sapro;;
613,grön rödhätting,Entoloma versatile,svamp,Art,48,Skog (S) - Stor betydelse,,,,Sapro;;
236731,,Entoloma viaregale,svamp,Art,0,Jordbrukslandskap (J) - Stor betydelse,NE,,,Sapro;;
236715,,Entoloma viiduense,svamp,Art,2,Jordbrukslandskap (J) - Har betydelse,,,,Sapro;;
4052,,Entoloma vinaceum,svamp,Art,10,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
236687,,Entoloma violaceoserrulatum,svamp,Art,2,,NE,,,Sapro;;
4053,,Entoloma violaceozonatum,svamp,Art,2,Jordbrukslandskap (J) - Stor betydelse,LC,,,Sapro;;
238087,,Entoloma viridans,svamp,Art,2,Skog (S) - Stor betydelse,NE,,,Sapro;;
236725,,Entoloma wynneae,svamp,Art,0,,NA,,,Sapro;;
238486,,Entoloma xanthocaulon,svamp,Art,0,,NA,,,Sapro;;
4054,,Entoloma xanthochroum,svamp,Art,30,,NE,,,Sapro;;
236695,,Entoloma xanthoserrulatum,svamp,Art,0,,NA,,,Sapro;;
615,mossklubba,Eocronartium muscicola,svamp,Art,41,Skog (S) - Stor betydelse,,,,Par;;
615,mossklubba,Eocronartium muscicola,svamp,Art,41,Skog (S) - Stor betydelse,,,,Sapro;;
3077,örtspindelskinn,Eonema pyriforme,svamp,Art,5,Skog (S) - Stor betydelse,,,,Sapro;;
6000285,,Epibryon conductrix,svamp,,,,,,,Par;;
249941,,Epicladonia lapponica,svamp,,,,,,,Par;;
228810,,Epicladonia sandstedei,svamp,,,,,,,Par;;
249942,,Epicladonia simplex,svamp,,,,,,,Par;;
228811,,Epicladonia stenospora,svamp,,,,,,,Par;;
228813,,Epigloea soleiformis,svamp,,,,,,,Sapro;;
228814,,Epigloea urosperma,svamp,,,,,,,Par;;
228815,grå hattlavssnyltare,Epilichen glauconigellus,svamp,,,,,,,Par;;
228816,gul hattlavssnyltare,Epilichen scabrosus,svamp,,,,,,,Par;;
